id,sale_date,car_brand,car_model,quantity_sold,price_per_unit,total_revenue
2617,2020-05,Mitsubishi,Mirage,46,70558,3245668
2618,2020-12,Hyundai,Accent,50,66060,3303000
2619,2020-04,Honda,Accord,1,55847,55847
2620,2020-01,Ford,E250,45,34412,1548540
2621,2020-12,Volkswagen,Jetta,26,90744,2359344
2622,2020-03,GMC,Savana 2500,20,26635,532700
2623,2020-02,Chevrolet,S10,29,25485,739065
2624,2020-08,Mercedes-Benz,CLK-Class,3,58253,174759
2625,2020-07,Chevrolet,Express 2500,28,53114,1487192
2626,2020-09,Chrysler,Town & Country,27,15674,423198
2627,2020-02,Toyota,Tacoma Xtra,25,37946,948650
2628,2020-10,Cadillac,DeVille,16,85231,1363696
2629,2020-04,Plymouth,Sundance,31,90565,2807515
2630,2020-10,Subaru,Outback,23,57310,1318130
2631,2020-05,Volvo,240,43,56049,2410107
2632,2020-07,Saab,900,47,12030,565410
2633,2020-01,Jeep,Compass,24,24332,583968
2634,2020-11,Pontiac,Grand Prix,6,46029,276174
2635,2020-12,Lamborghini,Diablo,16,38047,608752
2636,2020-07,Maybach,57,48,60065,2883120
2637,2020-01,Dodge,Caravan,46,92122,4237612
2638,2020-10,Nissan,Altima,25,72416,1810400
2639,2020-08,Toyota,Avalon,28,38611,1081108
2640,2020-05,Honda,Accord,47,81091,3811277
2641,2020-05,GMC,Sierra 2500HD,37,14752,545824
2642,2020-03,Buick,Riviera,8,29527,236216
2643,2020-01,Mercedes-Benz,SLK-Class,42,75320,3163440
2644,2020-03,Mercedes-Benz,W201,3,18555,55665
2645,2020-02,Pontiac,Tempest,26,21154,550004
2646,2020-10,BMW,X5,44,43753,1925132
2647,2020-11,Chevrolet,1500,49,85135,4171615
2648,2020-06,Ford,Flex,26,97347,2531022
2649,2020-11,Chevrolet,Corvette,36,97524,3510864
2650,2020-07,Ford,Mustang,48,37643,1806864
2651,2020-05,Hyundai,Elantra,14,68383,957362
2652,2020-02,Infiniti,QX56,9,42438,381942
2653,2020-09,Ford,Aerostar,32,86308,2761856
2654,2020-03,Honda,Civic,9,86947,782523
2655,2020-07,Ford,Bronco,32,21981,703392
2656,2020-02,Nissan,Quest,30,10519,315570
2657,2020-03,Mercedes-Benz,400E,33,10227,337491
2658,2020-08,Lincoln,Town Car,13,99317,1291121
2659,2020-04,GMC,Sierra,36,44869,1615284
2660,2020-07,Chevrolet,Suburban 1500,32,95679,3061728
2661,2020-01,Chrysler,LHS,50,55759,2787950
2662,2020-11,Lexus,GS,43,51331,2207233
2663,2020-12,Ford,Mustang,45,44462,2000790
2664,2020-04,Dodge,Ram 2500 Club,40,44969,1798760
2665,2020-01,Acura,TL,41,82672,3389552
2666,2020-07,Nissan,NX,20,97530,1950600
2667,2020-04,Jaguar,XJ Series,49,40879,2003071
2668,2020-06,GMC,Suburban 1500,24,19999,479976
2669,2020-05,Dodge,D350,42,92570,3887940
2670,2020-11,Dodge,D250,9,69476,625284
2671,2020-04,Jeep,Liberty,1,79860,79860
2672,2020-06,Mitsubishi,Precis,20,39846,796920
2673,2020-05,Toyota,Celica,9,67401,606609
2674,2020-06,Oldsmobile,Cutlass,44,60430,2658920
2675,2020-11,Mitsubishi,Endeavor,28,44824,1255072
2676,2020-08,Nissan,Altima,25,74791,1869775
2677,2020-07,Audi,S6,39,29602,1154478
2678,2020-05,Dodge,Dakota Club,30,59269,1778070
2679,2020-04,Ford,Tempo,24,51415,1233960
2680,2020-04,Dodge,Grand Caravan,20,22052,441040
2681,2020-08,Pontiac,Firebird,48,95985,4607280
2682,2020-08,Toyota,Camry,8,12827,102616
2683,2020-04,GMC,Canyon,26,95889,2493114
2684,2020-07,Honda,Accord,20,88172,1763440
2685,2020-02,Ford,F-Series,27,77140,2082780
2686,2020-02,Volkswagen,Rabbit,43,73825,3174475
2687,2020-07,Dodge,Avenger,17,55865,949705
2688,2020-03,Subaru,Alcyone SVX,28,61427,1719956
2689,2020-11,Chevrolet,S10,40,72370,2894800
2690,2020-04,Mercedes-Benz,SL-Class,46,38180,1756280
2691,2020-01,Volkswagen,Cabriolet,36,44022,1584792
2692,2020-09,Audi,A8,45,47470,2136150
2693,2020-01,GMC,Savana 2500,44,98747,4344868
2694,2020-02,Volkswagen,New Beetle,3,30112,90336
2695,2020-08,Ford,F150,17,85354,1451018
2696,2020-11,Volkswagen,New Beetle,50,29878,1493900
2697,2020-08,Chrysler,Concorde,26,38142,991692
2698,2020-02,Dodge,D150,16,91163,1458608
2699,2020-02,Chevrolet,Cobalt SS,23,13884,319332
2700,2020-09,Pontiac,Firebird,11,76811,844921
2701,2020-06,Lexus,ES,5,45542,227710
2702,2020-05,Cadillac,CTS,10,19096,190960
2703,2020-11,Mercedes-Benz,W123,12,26977,323724
2704,2020-03,Nissan,Sentra,20,82625,1652500
2705,2020-07,Toyota,TundraMax,3,21868,65604
2706,2020-05,Buick,Riviera,14,79450,1112300
2707,2020-08,Toyota,Land Cruiser,5,78139,390695
2708,2020-05,Dodge,Ram 1500 Club,3,86510,259530
2709,2020-01,Ford,Aerostar,28,92918,2601704
2710,2020-04,Toyota,Tundra,5,78517,392585
2711,2020-08,Volkswagen,Cabriolet,27,21035,567945
2712,2020-01,Dodge,Magnum,42,82791,3477222
2713,2020-01,Mercedes-Benz,E-Class,20,98938,1978760
2714,2020-02,Kia,Mentor,20,81419,1628380
2715,2020-09,Pontiac,Grand Prix,22,70739,1556258
2716,2020-11,Isuzu,Rodeo,47,63166,2968802
2717,2020-10,Mazda,CX-7,11,13769,151459
2718,2020-03,Mercedes-Benz,190E,18,79899,1438182
2719,2020-08,Chevrolet,Impala,18,15193,273474
2720,2020-02,Ford,E-350 Super Duty,27,48550,1310850
2721,2020-07,Pontiac,Grand Prix,3,35689,107067
2722,2020-07,Pontiac,Firefly,32,80237,2567584
2723,2020-07,Toyota,Tacoma,22,93368,2054096
2724,2020-11,Mercury,Monterey,50,83667,4183350
2725,2020-06,Mazda,Protege,18,38363,690534
2726,2020-08,Cadillac,Escalade ESV,32,31541,1009312
2727,2020-10,Mazda,Mazda3,20,58133,1162660
2728,2020-08,Ford,Crown Victoria,38,87054,3308052
2729,2020-02,Dodge,Dynasty,25,18952,473800
2730,2020-12,Mercedes-Benz,600SEL,16,45696,731136
2731,2020-06,Acura,ZDX,27,38655,1043685
2732,2020-03,Infiniti,G35,16,63306,1012896
2733,2020-06,Kia,Rondo,16,66589,1065424
2734,2020-09,Dodge,Ram 50,9,72851,655659
2735,2020-03,Nissan,350Z Roadster,17,36964,628388
2736,2020-03,Buick,Reatta,38,80242,3049196
2737,2020-01,Ford,Escort,5,32799,163995
2738,2020-01,Saab,9000,49,67069,3286381
2739,2020-07,Ford,F150,41,56460,2314860
2740,2020-07,Acura,RSX,43,19897,855571
2741,2020-08,Kia,Sedona,28,51568,1443904
2742,2020-07,Kia,Optima,36,55640,2003040
2743,2020-02,Suzuki,Swift,28,51033,1428924
2744,2020-05,Ford,F-Series,44,33751,1485044
2745,2020-12,Volkswagen,Rabbit,15,37194,557910
2746,2020-03,Volkswagen,Passat,11,85089,935979
2747,2020-05,Suzuki,XL-7,50,43279,2163950
2748,2020-08,BMW,7 Series,32,28649,916768
2749,2020-05,Lexus,GX,15,45716,685740
2750,2020-09,Lamborghini,Gallardo,14,35991,503874
2751,2020-03,Hyundai,Sonata,20,44063,881260
2752,2020-08,Mercedes-Benz,M-Class,31,35678,1106018
2753,2020-06,Mercedes-Benz,M-Class,36,89403,3218508
2754,2020-06,Rambler,Classic,30,68333,2049990
2755,2020-08,GMC,1500 Club Coupe,38,93627,3557826
2756,2020-10,Mitsubishi,Galant,34,77564,2637176
2757,2020-07,Toyota,Land Cruiser,49,81076,3972724
2758,2020-03,MINI,Countryman,11,75759,833349
2759,2020-03,Volkswagen,GTI,6,78776,472656
2760,2020-06,Land Rover,Freelander,29,95258,2762482
2761,2020-06,GMC,Envoy,43,22954,987022
2762,2020-11,Toyota,Sienna,37,72406,2679022
2763,2020-10,Volkswagen,Passat,7,56053,392371
2764,2020-03,Chevrolet,HHR,33,94453,3116949
2765,2020-01,Honda,S2000,3,94570,283710
2766,2020-03,Lexus,GS,20,69927,1398540
2767,2020-03,Kia,Rondo,27,56363,1521801
2768,2020-10,Porsche,Boxster,10,58896,588960
2769,2020-05,Ford,Mustang,24,97198,2332752
2770,2020-08,Scion,xB,10,60606,606060
2771,2020-03,Pontiac,Fiero,2,84636,169272
2772,2020-12,Maybach,57,36,64494,2321784
2773,2020-01,Dodge,Ram 2500,43,15292,657556
2774,2020-05,Morgan,Aero 8,10,81333,813330
2775,2020-05,Toyota,T100,19,62555,1188545
2776,2020-05,Pontiac,Trans Sport,43,30173,1297439
2777,2020-03,Volkswagen,Golf,15,25086,376290
2778,2020-05,Plymouth,Colt Vista,44,90104,3964576
2779,2020-03,Porsche,944,35,42646,1492610
2780,2020-11,Dodge,Dakota,32,54424,1741568
2781,2020-08,Subaru,Outback,5,61451,307255
2782,2020-06,Rolls-Royce,Phantom,4,78606,314424
2783,2020-11,Lamborghini,Diablo,33,19857,655281
2784,2020-11,Mazda,MX-5,4,22464,89856
2785,2020-05,Isuzu,Ascender,35,47445,1660575
2786,2020-05,Mitsubishi,Eclipse,5,39447,197235
2787,2020-10,Lotus,Esprit,42,67930,2853060
2788,2020-02,Ford,Econoline E150,6,27770,166620
2789,2020-06,Dodge,Durango,33,67102,2214366
2790,2020-04,BMW,M6,45,50990,2294550
2791,2020-10,Mazda,B-Series Plus,39,86556,3375684
2792,2020-05,Nissan,Rogue,35,79809,2793315
2793,2020-03,Volkswagen,Passat,25,76168,1904200
2794,2020-11,Dodge,Ram 2500,14,43965,615510
2795,2020-01,Lexus,IS,45,51726,2327670
2796,2020-11,Lincoln,Town Car,32,72333,2314656
2797,2020-01,Ford,Econoline E250,11,49319,542509
2798,2020-06,Subaru,Impreza,35,65346,2287110
2799,2020-04,GMC,Suburban 1500,42,68073,2859066
2800,2020-06,Jaguar,XJ,36,59831,2153916
2801,2020-12,Ford,Taurus,32,91184,2917888
2802,2020-01,Ford,Econoline E150,15,48637,729555
2803,2020-02,Acura,TSX,47,11192,526024
2804,2020-10,Ford,Fusion,4,83782,335128
2805,2020-08,Chevrolet,Suburban 1500,47,24497,1151359
2806,2020-12,Acura,NSX,40,12942,517680
2807,2020-12,Pontiac,Grand Prix,19,80104,1521976
2808,2020-09,Chevrolet,Suburban,33,69648,2298384
2809,2020-04,Nissan,Cube,26,96817,2517242
2810,2020-07,Toyota,Celica,36,91393,3290148
2811,2020-06,MINI,Cooper,41,91552,3753632
2812,2020-05,Ford,Crown Victoria,25,78620,1965500
2813,2020-03,Chevrolet,Sportvan G30,19,24671,468749
2814,2020-03,Mazda,626,8,66616,532928
2815,2020-05,Chevrolet,Astro,14,27319,382466
2816,2020-01,Nissan,Pathfinder,32,86168,2757376
2817,2020-04,Chevrolet,Tahoe,1,84990,84990
2818,2020-08,Pontiac,Grand Am,43,24145,1038235
2819,2020-03,Chevrolet,1500,19,41948,797012
2820,2020-11,Ford,F150,15,97717,1465755
2821,2020-03,Nissan,Sentra,3,23663,70989
2822,2020-10,Lexus,ES,37,34475,1275575
2823,2020-05,BMW,M Roadster,47,64398,3026706
2824,2020-09,Ford,Thunderbird,16,22136,354176
2825,2020-12,Honda,Ridgeline,21,13363,280623
2826,2020-01,Dodge,Nitro,42,61179,2569518
2827,2020-02,Chevrolet,2500,9,72697,654273
2828,2020-10,Buick,Rendezvous,45,64935,2922075
2829,2020-01,Audi,S4,11,30209,332299
2830,2020-03,Dodge,Neon,2,23564,47128
2831,2020-05,Toyota,Sienna,20,23540,470800
2832,2020-07,Toyota,4Runner,30,41530,1245900
2833,2020-02,Ford,Escort,44,29975,1318900
2834,2020-01,Mercury,Sable,25,96675,2416875
2835,2020-01,Mazda,MX-5,9,45098,405882
2836,2020-11,Lexus,LX,27,54415,1469205
2837,2020-03,Honda,CR-V,38,74918,2846884
2838,2020-09,Ford,F250,18,31014,558252
2839,2020-09,Porsche,911,31,61500,1906500
2840,2020-06,Acura,Legend,12,45653,547836
2841,2020-05,Audi,Q5,45,72783,3275235
2842,2020-12,Cadillac,DeVille,17,12399,210783
2843,2020-05,Dodge,Aspen,12,65843,790116
2844,2020-10,Honda,del Sol,36,21147,761292
2845,2020-09,Jeep,Grand Cherokee,34,59068,2008312
2846,2020-03,Chevrolet,Tahoe,22,25136,552992
2847,2020-04,Ford,E-Series,42,96333,4045986
2848,2020-02,Volvo,V50,35,86283,3019905
2849,2020-10,Ram,3500,41,92162,3778642
2850,2020-06,Pontiac,Sunfire,22,59222,1302884
2851,2020-04,Dodge,Ram 1500,2,33188,66376
2852,2020-02,Mercury,Cougar,49,65771,3222779
2853,2020-01,Saturn,Aura,36,57833,2081988
2854,2020-09,Volkswagen,Golf III,47,86220,4052340
2855,2020-06,Chevrolet,Silverado 3500,18,43611,784998
2856,2020-11,Mercedes-Benz,G-Class,30,23031,690930
2857,2020-02,Pontiac,Grand Prix,48,37198,1785504
2858,2020-04,Dodge,Ram Van B150,50,22149,1107450
2859,2020-08,Infiniti,QX,9,72262,650358
2860,2020-05,Audi,A8,44,62328,2742432
2861,2020-04,Chevrolet,Tahoe,45,13359,601155
2862,2020-04,Kia,Spectra,2,30428,60856
2863,2020-06,Nissan,Pathfinder,48,98110,4709280
2864,2020-09,Lotus,Esprit,9,20167,181503
2865,2020-11,Mercedes-Benz,W123,26,33241,864266
2866,2020-06,Mercedes-Benz,S-Class,9,39176,352584
2867,2020-12,Land Rover,Discovery,22,56126,1234772
2868,2020-09,Nissan,Xterra,17,67988,1155796
2869,2020-07,BMW,3 Series,26,66057,1717482
2870,2020-04,Mercury,Cougar,33,97143,3205719
2871,2020-11,Toyota,Land Cruiser,49,76938,3769962
2872,2020-07,Land Rover,Freelander,46,79969,3678574
2873,2020-11,Chevrolet,Silverado 1500,23,29087,669001
2874,2020-08,Volkswagen,Touareg,13,34300,445900
2875,2020-10,Pontiac,Solstice,18,44828,806904
2876,2020-10,GMC,Suburban 1500,22,52695,1159290
2877,2020-02,BMW,7 Series,38,10143,385434
2878,2020-09,Subaru,Impreza,27,81520,2201040
2879,2020-03,Dodge,Ram 2500,31,11319,350889
2880,2020-08,Nissan,Armada,25,58158,1453950
2881,2020-01,Suzuki,Grand Vitara,35,81509,2852815
2882,2020-12,BMW,525,45,85392,3842640
2883,2020-01,BMW,7 Series,14,39750,556500
2884,2020-03,Chrysler,300,23,80699,1856077
2885,2020-03,Pontiac,G6,23,61425,1412775
2886,2020-09,Mitsubishi,Mirage,24,22356,536544
2887,2020-08,Mercedes-Benz,CL-Class,38,30333,1152654
2888,2020-10,Mazda,626,14,74873,1048222
2889,2020-07,Land Rover,Discovery,24,20300,487200
2890,2020-11,Toyota,Corolla,3,27100,81300
2891,2020-11,Mercury,Sable,24,88290,2118960
2892,2020-04,GMC,Yukon XL,11,53370,587070
2893,2020-04,Isuzu,Ascender,4,33540,134160
2894,2020-10,Land Rover,Range Rover,48,48899,2347152
2895,2020-09,Ford,Expedition,48,31872,1529856
2896,2020-02,Audi,S4,39,99360,3875040
2897,2020-05,Chevrolet,Express 2500,2,44129,88258
2898,2020-09,Mitsubishi,Galant,47,43220,2031340
2899,2020-10,Pontiac,Grand Prix,47,83029,3902363
2900,2020-12,BMW,7 Series,31,67798,2101738
2901,2020-04,Oldsmobile,Achieva,25,41038,1025950
2902,2020-07,Lexus,LX,30,32967,989010
2903,2020-11,Austin,Mini,18,21544,387792
2904,2020-07,Mitsubishi,Galant,5,21817,109085
2905,2020-07,Plymouth,Voyager,41,54642,2240322
2906,2020-10,Land Rover,Defender,16,14065,225040
2907,2020-12,Dodge,Stratus,42,39715,1668030
2908,2020-05,Chrysler,Sebring,5,78302,391510
2909,2020-03,Hyundai,Sonata,9,63641,572769
2910,2020-03,Lexus,SC,45,25402,1143090
2911,2020-11,Pontiac,Firebird,20,26995,539900
2912,2020-11,Chevrolet,Express 1500,13,58783,764179
2913,2020-02,Maybach,57,17,32429,551293
2914,2020-04,Kia,Sedona,41,67725,2776725
2915,2020-01,Ford,Expedition,26,93058,2419508
2916,2020-05,Mazda,MPV,24,79998,1919952
2917,2020-10,GMC,Sierra 1500,9,36696,330264
2918,2020-11,GMC,Savana 2500,26,55793,1450618
2919,2020-09,Ford,F-Series Super Duty,29,31706,919474
2920,2020-04,Chrysler,Town & Country,33,20244,668052
2921,2020-11,Jeep,Grand Cherokee,25,44661,1116525
2922,2020-09,Mazda,B-Series,18,46940,844920
2923,2020-06,GMC,Sierra,42,54337,2282154
2924,2020-06,Lotus,Elise,15,27622,414330
2925,2020-06,Mitsubishi,Mirage,18,19719,354942
2926,2020-04,Aston Martin,Vanquish S,26,87194,2267044
2927,2020-03,Suzuki,SJ,32,73701,2358432
2928,2020-10,Volkswagen,rio,4,44369,177476
2929,2020-04,Toyota,Corolla,2,53864,107728
2930,2020-07,Chevrolet,Cobalt,45,49214,2214630
2931,2020-10,Mitsubishi,Truck,18,80665,1451970
2932,2020-02,Lexus,LX,41,96850,3970850
2933,2020-03,Ford,F-Series,20,43798,875960
2934,2020-10,Mazda,RX-8,49,66545,3260705
2935,2020-04,Chevrolet,Suburban,31,27623,856313
2936,2020-05,Land Rover,Range Rover,47,76281,3585207
2937,2020-10,Chevrolet,Metro,21,17003,357063
2938,2020-04,Volkswagen,GTI,30,19884,596520
2939,2020-12,Buick,Lucerne,11,28776,316536
2940,2020-04,BMW,650,27,11919,321813
2941,2020-03,Honda,Odyssey,48,11172,536256
2942,2020-10,Chevrolet,Monte Carlo,36,45364,1633104
2943,2020-01,Buick,LeSabre,7,58725,411075
2944,2020-08,Mercedes-Benz,R-Class,35,74199,2596965
2945,2020-06,Volvo,S60,32,45496,1455872
2946,2020-07,Mercury,Cougar,15,27986,419790
2947,2020-03,Volkswagen,Fox,26,93015,2418390
2948,2020-12,Mazda,MPV,44,91598,4030312
2949,2020-06,Chrysler,Town & Country,24,26485,635640
2950,2020-03,Nissan,Xterra,38,99982,3799316
2951,2020-01,Lexus,GX,16,70755,1132080
2952,2020-10,Pontiac,Parisienne,45,65115,2930175
2953,2020-08,Lincoln,Continental,16,66618,1065888
2954,2020-02,Mercedes-Benz,C-Class,37,39072,1445664
2955,2020-09,Suzuki,Cultus,21,94570,1985970
2956,2020-09,Volkswagen,Type 2,7,91804,642628
2957,2020-04,Nissan,Murano,38,43025,1634950
2958,2020-05,Pontiac,Montana,9,73095,657855
2959,2020-06,Toyota,Sequoia,24,20325,487800
2960,2020-10,Lexus,ES,31,11892,368652
2961,2020-05,Buick,Park Avenue,25,51240,1281000
2962,2020-08,Dodge,Nitro,31,50486,1565066
2963,2020-01,Dodge,Stratus,14,24237,339318
2964,2020-05,Land Rover,Range Rover,38,43880,1667440
2965,2020-03,Volvo,XC70,30,23810,714300
2966,2020-09,Ford,Expedition EL,2,34162,68324
2967,2020-07,Jaguar,X-Type,9,66236,596124
2968,2020-07,Lexus,GS,41,15265,625865
2969,2020-02,Mercedes-Benz,C-Class,33,49661,1638813
2970,2020-11,Porsche,Boxster,30,39899,1196970
2971,2020-12,Mitsubishi,Lancer,28,64061,1793708
2972,2020-05,Mercury,Montego,9,28220,253980
2973,2020-01,Toyota,Yaris,2,10307,20614
2974,2020-01,Mitsubishi,Cordia,15,67542,1013130
2975,2020-05,Chevrolet,Corvette,29,13738,398402
2976,2020-05,GMC,Yukon XL 1500,22,69831,1536282
2977,2020-01,Mitsubishi,Mighty Max Macro,19,12768,242592
2978,2020-03,Kia,Sportage,30,32762,982860
2979,2020-07,Isuzu,Oasis,23,51866,1192918
2980,2020-05,Saab,9-3,46,35816,1647536
2981,2020-11,Ford,F250,28,97826,2739128
2982,2020-05,Dodge,Dakota,13,10998,142974
2983,2020-07,Ford,Taurus,29,28887,837723
2984,2020-02,Nissan,NV1500,3,30527,91581
2985,2020-12,Nissan,Maxima,32,76467,2446944
2986,2020-09,Infiniti,G,42,64645,2715090
2987,2020-05,Dodge,D250 Club,8,58340,466720
2988,2020-05,Isuzu,Rodeo,29,28216,818264
2989,2020-07,Acura,RL,31,61489,1906159
2990,2020-01,Lexus,GS,4,60552,242208
2991,2020-09,Mazda,B-Series,11,52981,582791
2992,2020-12,Toyota,Tacoma,12,84160,1009920
2993,2020-06,Nissan,Xterra,47,67361,3165967
2994,2020-02,Bentley,Continental Super,13,53096,690248
2995,2020-12,Mercedes-Benz,G-Class,22,44525,979550
2996,2020-11,Ford,Taurus,20,33675,673500
2997,2020-05,Porsche,911,38,88062,3346356
2998,2020-03,Plymouth,Voyager,7,31279,218953
2999,2020-12,Pontiac,G8,28,21588,604464
3000,2020-04,Nissan,NV2500,39,73669,2873091
